
Linux 5.2.8org200301+ (knl03.kisti.re.kr) 	2020년 05월 29일 	_x86_64_	(272 CPU)

                CPU     %user     %nice   %system   %iowait    %steal     %idle
                all      0.15      0.00      0.44      0.01      0.00     99.40
                all     94.15      0.00      0.72      0.00      0.00      5.13
                all     99.38      0.00      0.62      0.00      0.00      0.00
                all     98.87      0.00      1.13      0.00      0.00      0.00
                all     99.34      0.00      0.66      0.00      0.00      0.00
                all     99.68      0.00      0.32      0.00      0.00      0.00
                all     98.93      0.00      0.61      0.00      0.00      0.46
                all     86.88      0.00      0.66      0.00      0.00     12.46
                all     34.23      0.00      0.09      0.00      0.00     65.68
                all      0.39      0.00      0.06      0.00      0.00     99.55
                all      0.25      0.00      2.30      0.13      0.00     97.31
                all      0.16      0.00      2.21      0.20      0.00     97.43
end------
                all      0.01      0.00      0.12      0.00      0.00     99.86
                all      0.10      0.00      0.46      0.00      0.00     99.44
                all      0.16      0.00      0.55      0.00      0.00     99.30
                all      0.11      0.00      0.46      0.00      0.00     99.43
start----
                all      4.75      0.00      0.68      0.01      0.00     94.56
                all     99.47      0.00      0.53      0.00      0.00      0.00
                all     99.38      0.00      0.62      0.00      0.00      0.00
                all     99.51      0.00      0.49      0.00      0.00      0.00
                all     99.69      0.00      0.31      0.00      0.00      0.00
                all     97.83      0.00      0.62      0.00      0.00      1.55
                all     82.51      0.00      0.44      0.00      0.00     17.06
                all     20.08      0.00      0.18      0.00      0.00     79.75
                all      0.42      0.00      0.14      0.00      0.00     99.44
                all      0.27      0.00      1.57      0.00      0.00     98.16
                all      0.13      0.00      3.57      0.00      0.00     96.30
end------
                all      0.05      0.00      0.22      0.00      0.00     99.73
                all      0.15      0.00      0.52      0.00      0.00     99.33
                all      0.11      0.00      0.46      0.00      0.00     99.42
                all      0.13      0.00      0.44      0.00      0.00     99.43
start----
                all     19.33      0.00      0.77      0.00      0.00     79.90
                all     99.69      0.00      0.31      0.00      0.00      0.00
                all     99.14      0.00      0.86      0.00      0.00      0.00
                all     98.86      0.00      1.14      0.00      0.00      0.00
                all     99.41      0.00      0.59      0.00      0.00      0.00
                all     99.31      0.00      0.48      0.00      0.00      0.21
                all     92.94      0.00      0.44      0.00      0.00      6.62
                all     68.89      0.00      0.25      0.00      0.00     30.86
                all      2.64      0.00      0.23      0.00      0.00     97.14
                all      0.39      0.00      0.07      0.00      0.00     99.54
                all      0.18      0.00      0.36      0.02      0.00     99.44
                all      0.11      0.00      0.33      0.01      0.00     99.54
                all      0.08      0.00      0.35      0.03      0.00     99.54
                all      0.13      0.00      0.47      0.01      0.00     99.40
                all      0.11      0.00      0.39      0.04      0.00     99.45
                all      0.08      0.00      0.36      0.01      0.00     99.55
                all      0.11      0.00      0.34      0.00      0.00     99.55
                all      0.12      0.00      0.43      0.01      0.00     99.43
                all      0.10      0.00      0.36      0.00      0.00     99.54
                all      0.10      0.00      0.35      0.00      0.00     99.55
                all      0.13      0.00      0.41      0.01      0.00     99.45
                all      0.11      0.00      0.33      0.00      0.00     99.55
                all      0.07      0.00      0.36      0.00      0.00     99.57
                all      0.14      0.00      0.41      0.00      0.00     99.45
                all      0.10      0.00      0.35      0.00      0.00     99.55
                all      0.08      0.00      0.34      0.03      0.00     99.54
                all      0.11      0.00      0.36      0.01      0.00     99.51
                all      0.10      0.00      0.41      0.03      0.00     99.46
                all      0.11      0.00      0.33      0.02      0.00     99.54
                all      0.08      0.00      0.35      0.00      0.00     99.58
                all      0.14      0.00      0.40      0.00      0.00     99.46
                all      0.09      0.00      0.35      0.01      0.00     99.55
                all      0.07      0.00      0.35      0.01      0.00     99.57
                all      0.18      0.00      6.04      2.51      0.00     91.28
                all      0.10      0.00      1.25      4.55      0.00     94.10
end------
                all      0.01      0.00      0.34      0.01      0.00     99.63
                all      0.13      0.00      0.49      0.00      0.00     99.37
                all      0.13      0.00      0.49      0.00      0.00     99.38
                all      0.12      0.00      0.45      0.00      0.00     99.43
                all      0.12      0.00      0.45      0.00      0.00     99.43
start----
                all     19.89      0.00      0.62      0.01      0.00     79.49
                all     99.68      0.00      0.32      0.00      0.00      0.00
                all     99.38      0.00      0.59      0.00      0.00      0.04
                all     99.18      0.00      0.67      0.00      0.00      0.16
                all     99.27      0.00      0.51      0.00      0.00      0.22
                all     97.58      0.00      0.43      0.00      0.00      1.99
                all     94.31      0.00      0.33      0.00      0.00      5.36
                all     79.40      0.00      0.35      0.00      0.00     20.24
                all     21.92      0.00      0.09      0.00      0.00     78.00
                all      0.38      0.00      0.07      0.00      0.00     99.55
                all      0.30      0.00      1.89      0.00      0.00     97.80
                all      0.12      0.00      4.75      4.32      0.00     90.80
                all      0.10      0.00      1.32      3.90      0.00     94.68
                all      0.05      0.00      0.69      1.07      0.00     98.19
end------
                all      0.10      0.00      0.43      0.01      0.00     99.46
                all      0.12      0.00      0.45      0.00      0.00     99.42
                all      0.13      0.00      0.44      0.00      0.00     99.43
                all      0.16      0.00      0.54      0.00      0.00     99.30
start----
                all      0.08      0.00      0.33      0.01      0.00     99.58
                all     80.62      0.00      0.71      0.00      0.00     18.66
                all     99.15      0.00      0.85      0.00      0.00      0.00
                all     99.09      0.00      0.91      0.00      0.00      0.00
                all     99.46      0.00      0.54      0.00      0.00      0.00
                all     99.67      0.00      0.33      0.00      0.00      0.00
                all     98.69      0.00      0.65      0.00      0.00      0.66
                all     88.20      0.00      0.70      0.00      0.00     11.10
                all     40.01      0.00      0.15      0.00      0.00     59.84
                all      0.38      0.00      0.18      0.00      0.00     99.44
                all      0.30      0.00      0.17      0.00      0.00     99.54
                all      0.16      0.00      4.80      4.35      0.00     90.68
                all      0.10      0.00      1.65      4.59      0.00     93.66
                all      0.04      0.00      0.61      0.28      0.00     99.07
end------
                all      0.11      0.00      0.47      0.00      0.00     99.41
                all      0.12      0.00      0.59      0.00      0.00     99.30
                all      0.12      0.00      0.46      0.00      0.00     99.42
                all      0.15      0.00      0.53      0.00      0.00     99.32
start----
                all      0.08      0.00      0.32      0.01      0.00     99.59
                all     86.83      0.00      0.60      0.00      0.00     12.57
                all     99.27      0.00      0.73      0.00      0.00      0.00
                all     99.10      0.00      0.90      0.00      0.00      0.00
                all     97.96      0.00      0.54      0.00      0.00      1.51
                all     96.85      0.00      0.48      0.00      0.00      2.66
                all     95.73      0.00      0.28      0.00      0.00      3.99
                all     89.33      0.00      0.33      0.00      0.00     10.33
                all     37.74      0.00      0.18      0.00      0.00     62.08
                all      0.42      0.00      0.18      0.00      0.00     99.40
                all      0.29      0.00      0.17      0.00      0.00     99.55
                all      0.08      0.00      0.36      0.00      0.00     99.56
                all      0.17      0.00      0.39      0.00      0.00     99.45
                all      0.07      0.00      0.38      0.00      0.00     99.55
                all      0.09      0.00      0.35      0.00      0.00     99.57
                all      0.15      0.00      0.40      0.00      0.00     99.45
                all      0.09      0.00      0.36      0.00      0.00     99.55
                all      0.08      0.00      0.36      0.00      0.00     99.56
                all      0.13      0.00      0.35      0.03      0.00     99.49
                all      0.13      0.00      0.38      0.00      0.00     99.49
                all      0.08      0.00      0.36      0.03      0.00     99.53
                all      0.08      0.00      0.36      0.03      0.00     99.53
                all      0.15      0.00      0.40      0.00      0.00     99.44
                all      0.09      0.00      0.37      0.02      0.00     99.52
                all      0.08      0.00      0.36      0.03      0.00     99.53
                all      0.13      0.00      0.39      0.03      0.00     99.46
                all      0.13      0.00      0.34      0.00      0.00     99.53
                all      0.08      0.00      0.35      0.03      0.00     99.54
                all      0.11      0.00      0.45      0.00      0.00     99.44
                all      0.11      0.00      0.32      0.01      0.00     99.56
                all      0.09      0.00      0.38      0.02      0.00     99.51
                all      0.08      0.00      0.35      0.00      0.00     99.57
                all      0.12      0.00      0.40      0.00      0.00     99.48
                all      0.13      0.00      0.33      0.00      0.00     99.54
                all      0.08      0.00      0.36      0.00      0.00     99.56
                all      0.11      0.00      0.42      0.00      0.00     99.46
                all      0.12      0.00      0.32      0.01      0.00     99.55
                all      0.11      0.00      0.34      0.02      0.00     99.53
                all      0.11      0.00      0.43      0.01      0.00     99.45
                all      0.11      0.00      0.42      0.00      0.00     99.47
                all      0.13      0.00      0.32      0.00      0.00     99.55
                all      0.12      0.00      0.40      0.00      0.00     99.48
                all      0.09      0.00      0.38      0.00      0.00     99.54
                all      0.09      0.00      0.33      0.00      0.00     99.58
                all      0.13      0.00      0.32      0.00      0.00     99.54
                all      0.10      0.00      0.45      0.00      0.00     99.44
                all      0.07      0.00      0.36      0.00      0.00     99.57
                all      0.12      0.00      0.33      0.00      0.00     99.54
                all      0.14      0.00      0.41      0.03      0.00     99.43
                all      0.08      0.00      0.35      0.03      0.00     99.53
                all      0.08      0.00      0.36      0.00      0.00     99.56
                all      0.15      0.00      0.40      0.00      0.00     99.45
                all      0.08      0.00      0.36      0.00      0.00     99.57
                all      0.07      0.00      0.38      0.03      0.00     99.53
                all      0.13      0.00      0.34      0.00      0.00     99.53
                all      0.06      0.00      5.24      0.01      0.00     94.68
                all      0.13      0.00      5.69      3.35      0.00     90.83
                all      0.11      0.00      1.47      6.15      0.00     92.27
                all      0.16      0.00      1.71      6.22      0.00     91.91
                all      0.06      0.00      0.70      1.99      0.00     97.24
end------
                all      0.02      0.00      0.49      0.00      0.00     99.49
                all      0.16      0.00      0.55      0.01      0.00     99.29
                all      0.12      0.00      0.45      0.00      0.00     99.43
                all      0.12      0.00      0.45      0.00      0.00     99.43
                all      0.13      0.00      0.51      0.00      0.00     99.36
start----
                all      1.69      0.00      0.67      0.01      0.00     97.63
                all     99.68      0.00      0.32      0.00      0.00      0.00
                all     99.35      0.00      0.65      0.00      0.00      0.00
                all     99.37      0.00      0.63      0.00      0.00      0.00
                all     99.56      0.00      0.44      0.00      0.00      0.00
                all     99.56      0.00      0.42      0.00      0.00      0.02
                all     99.10      0.00      0.54      0.00      0.00      0.36
                all     87.83      0.00      0.76      0.00      0.00     11.41
                all     35.26      0.00      0.11      0.00      0.00     64.64
                all      0.38      0.00      0.07      0.00      0.00     99.55
                all      0.26      0.00      2.53      0.10      0.00     97.11
                all      0.05      0.00      6.13      1.46      0.00     92.36
                all      0.03      0.00      6.44      1.61      0.00     91.92
                all      0.22      0.00      4.41      5.06      0.00     90.31
                all      0.17      0.00      2.91      5.13      0.00     91.79
                all      0.09      0.00      0.92      2.14      0.00     96.85
end------
                all      0.01      0.00      0.40      0.00      0.00     99.59
                all      0.14      0.00      0.64      0.01      0.00     99.21
                all      0.13      0.00      0.47      0.00      0.00     99.41
                all      0.11      0.00      0.59      0.00      0.00     99.30
                all      0.11      0.00      0.82      0.00      0.00     99.07
start----
                all      0.07      0.00      0.66      0.01      0.00     99.26
                all     73.94      0.00      0.65      0.01      0.00     25.40
                all     99.29      0.00      0.71      0.00      0.00      0.00
                all     99.09      0.00      0.91      0.00      0.00      0.00
                all     98.66      0.00      1.00      0.00      0.00      0.34
                all     98.36      0.00      0.45      0.00      0.00      1.19
                all     98.01      0.00      0.50      0.00      0.00      1.49
                all     95.19      0.00      0.31      0.00      0.00      4.50
                all     87.31      0.00      0.46      0.00      0.00     12.23
                all     43.67      0.00      0.11      0.00      0.00     56.22
                all      0.38      0.00      0.07      0.00      0.00     99.55
                all      0.31      0.00      1.14      0.03      0.00     98.52
                all      0.13      0.00      7.20      2.04      0.00     90.62
                all      0.11      0.00      1.54      4.83      0.00     93.52
                all      0.14      0.00      1.64      5.16      0.00     93.07
                all      0.13      0.00      0.95      1.99      0.00     96.93
end------
                all      0.04      0.00      0.52      0.00      0.00     99.44
                all      0.13      0.00      0.44      0.00      0.00     99.43
                all      0.15      0.00      0.56      0.00      0.00     99.29
                all      0.12      0.00      0.45      0.00      0.00     99.43
                all      0.11      0.00      0.59      0.01      0.00     99.29
start----
                all     13.37      0.00      0.67      0.00      0.00     85.95
                all     99.38      0.00      0.62      0.00      0.00      0.00
                all     99.35      0.00      0.64      0.00      0.00      0.01
                all     99.50      0.00      0.43      0.00      0.00      0.07
                all     99.52      0.00      0.45      0.00      0.00      0.03
                all     99.23      0.00      0.42      0.00      0.00      0.35
                all     98.54      0.00      0.43      0.00      0.00      1.03
                all     98.04      0.00      0.25      0.00      0.00      1.71
                all     90.28      0.00      0.28      0.00      0.00      9.44
                all     66.75      0.00      0.24      0.00      0.00     33.00
                all      1.81      0.00      0.07      0.00      0.00     98.12
                all      0.38      0.00      0.08      0.00      0.00     99.54
                all      0.21      0.00      0.30      0.00      0.00     99.48
                all      0.16      0.00      0.34      0.00      0.00     99.50
                all      0.03      0.00      0.42      0.00      0.00     99.55
                all      0.09      0.00      0.38      0.00      0.00     99.54
                all      0.19      0.00      0.38      0.00      0.00     99.44
                all      0.03      0.00      0.41      0.00      0.00     99.57
                all      0.11      0.00      0.36      0.00      0.00     99.53
                all      0.17      0.00      0.38      0.00      0.00     99.45
                all      0.02      0.00      0.39      0.00      0.00     99.59
                all      0.14      0.00      0.32      0.00      0.00     99.54
                all      0.15      0.00      0.41      0.00      0.00     99.44
                all      0.05      0.00      0.48      0.00      0.00     99.47
                all      0.15      0.00      0.59      0.01      0.00     99.24
                all      0.08      0.00      0.51      0.02      0.00     99.39
                all      0.05      0.00      0.54      0.02      0.00     99.39
                all      0.11      0.00      0.45      0.00      0.00     99.44
                all      0.14      0.00      0.32      0.00      0.00     99.54
                all      0.06      0.00      0.48      0.00      0.00     99.47
                all      0.14      0.00      0.31      0.00      0.00     99.55
                all      0.11      0.00      0.35      0.00      0.00     99.54
                all      0.06      0.00      0.51      0.00      0.00     99.43
                all      0.15      0.00      0.30      0.00      0.00     99.55
                all      0.10      0.00      0.35      0.01      0.00     99.54
                all      0.08      0.00      0.44      0.04      0.00     99.44
                all      0.15      0.00      0.32      0.00      0.00     99.53
                all      0.07      0.00      0.32      0.04      0.00     99.57
                all      0.10      0.00      0.40      0.00      0.00     99.50
                all      0.18      0.00      0.37      0.00      0.00     99.45
                all      0.04      0.00      0.41      0.04      0.00     99.51
                all      0.12      0.00      0.34      0.00      0.00     99.54
                all      0.16      0.00      0.39      0.00      0.00     99.44
                all      0.04      0.00      0.43      0.04      0.00     99.48
                all      0.15      0.00      0.34      0.00      0.00     99.50
                all      0.13      0.00      0.40      0.02      0.00     99.45
                all      0.07      0.00      0.38      0.03      0.00     99.52
                all      0.14      0.00      0.31      0.00      0.00     99.55
                all      0.07      0.00      0.38      0.04      0.00     99.51
                all      0.13      0.00      0.41      0.00      0.00     99.47
                all      0.15      0.00      0.31      0.00      0.00     99.54
                all      0.02      0.00      0.42      0.05      0.00     99.52
                all      0.17      0.00      0.39      0.04      0.00     99.40
                all      0.12      0.00      0.34      0.03      0.00     99.51
                all      0.03      0.00      0.43      0.04      0.00     99.50
                all      0.18      0.00      0.38      0.00      0.00     99.44
                all      0.10      0.00      0.34      0.01      0.00     99.55
                all      0.05      0.00      0.38      0.04      0.00     99.53
                all      0.18      0.00      0.38      0.00      0.00     99.44
                all      0.07      0.00      0.31      0.00      0.00     99.62
                all      0.10      0.00      0.40      0.00      0.00     99.51
                all      0.14      0.00      0.32      0.00      0.00     99.54
                all      0.08      0.00      0.45      0.00      0.00     99.47
                all      0.12      0.00      0.34      0.00      0.00     99.54
                all      0.13      0.00      0.33      0.00      0.00     99.54
                all      0.06      0.00      0.44      0.00      0.00     99.50
                all      0.14      0.00      0.31      0.00      0.00     99.55
                all      0.09      0.00      0.34      0.00      0.00     99.57
                all      0.09      0.00      0.46      0.00      0.00     99.45
                all      0.14      0.00      0.31      0.00      0.00     99.55
                all      0.07      0.00      0.31      0.00      0.00     99.61
                all      0.07      0.00      0.50      0.00      0.00     99.42
                all      0.17      0.00      0.33      0.00      0.00     99.50
                all      0.07      0.00      0.31      0.00      0.00     99.62
                all      0.09      0.00      0.40      0.00      0.00     99.51
                all      0.17      0.00      0.38      0.00      0.00     99.44
                all      0.04      0.00      0.40      0.00      0.00     99.56
                all      0.12      0.00      0.34      0.00      0.00     99.54
                all      0.17      0.00      0.39      0.00      0.00     99.44
                all      0.03      0.00      0.37      0.00      0.00     99.59
                all      0.14      0.00      0.32      0.00      0.00     99.54
                all      0.13      0.00      0.41      0.01      0.00     99.44
                all      0.06      0.00      0.39      0.04      0.00     99.52
                all      0.15      0.00      0.31      0.00      0.00     99.54
                all      0.06      0.00      0.36      0.04      0.00     99.54
                all      0.14      0.00      0.43      0.00      0.00     99.43
                all      0.14      0.00      0.31      0.00      0.00     99.55
                all      0.03      0.00      0.39      0.04      0.00     99.54
                all      0.17      0.00      0.39      0.00      0.00     99.44
                all      0.12      0.00      0.34      0.00      0.00     99.54
                all      0.04      0.00      0.39      0.05      0.00     99.53
                all      0.19      0.00      0.38      0.00      0.00     99.43
                all      0.08      0.00      0.34      0.01      0.00     99.56
                all      0.07      0.00      0.39      0.03      0.00     99.51
                all      0.18      0.00      0.36      0.00      0.00     99.46
                all      0.07      0.00      0.37      0.04      0.00     99.52
                all      0.10      0.00      0.37      0.00      0.00     99.53
                all      0.15      0.00      0.31      0.00      0.00     99.54
                all      0.05      0.00      0.48      0.05      0.00     99.43
                all      0.14      0.00      0.32      0.00      0.00     99.54
                all      0.11      0.00      0.33      0.00      0.00     99.56
                all      0.06      0.00      0.51      0.00      0.00     99.43
                all      0.03      0.00     10.55      0.00      0.00     89.42
                all      0.09      0.00      8.03      1.75      0.00     90.13
                all      0.17      0.00      2.07      4.76      0.00     93.00
                all      0.13      0.00      1.62      5.01      0.00     93.23
                all      0.12      0.00      1.57      5.63      0.00     92.68
                all      0.10      0.00      1.12      6.35      0.00     92.42
                all      0.08      0.00      0.86      6.97      0.00     92.09
                all      0.07      0.00      0.86      7.09      0.00     91.98
                all      0.07      0.00      0.88      7.36      0.00     91.69
                all      0.11      0.00      0.96      7.41      0.00     91.51
                all      0.07      0.00      0.77      7.71      0.00     91.46
                all      0.05      0.00      0.66      5.55      0.00     93.74
                all      0.06      0.00      0.38      0.58      0.00     98.99
                all      0.02      0.00      0.32      0.60      0.00     99.06
                all      0.02      0.00      0.34      0.45      0.00     99.20
                all      0.06      0.00      0.36      0.02      0.00     99.56
end------
                all      0.07      0.00      0.61      0.00      0.00     99.31
                all      0.13      0.00      0.81      0.00      0.00     99.06
                all      0.12      0.00      0.83      0.00      0.00     99.04
                all      0.16      0.00      0.86      0.01      0.00     98.98
                all      0.12      0.00      0.59      0.01      0.00     99.27
                all      0.12      0.00      0.51      0.01      0.00     99.36
                all      0.17      0.00      0.52      0.00      0.00     99.32
                all      0.13      0.00      0.44      0.00      0.00     99.43
start----
                all     33.92      0.00      0.65      0.01      0.00     65.42
                all     99.39      0.00      0.61      0.00      0.00      0.00
                all     99.03      0.00      0.97      0.00      0.00      0.00
                all     99.15      0.00      0.85      0.00      0.00      0.00
                all     98.24      0.00      0.72      0.01      0.00      1.03
                all     94.38      0.00      0.22      0.00      0.00      5.40
                all     89.86      0.00      0.24      0.00      0.00      9.90
                all     46.21      0.00      0.19      0.00      0.00     53.59
                all      0.38      0.00      0.07      0.00      0.00     99.55
                all      0.37      0.00      0.09      0.00      0.00     99.54
                all      0.06      0.00      2.08      2.13      0.00     95.74
                all      0.20      0.00      2.21      4.23      0.00     93.36
                all      0.14      0.00      1.59      4.66      0.00     93.62
                all      0.15      0.00      1.65      4.86      0.00     93.35
                all      0.13      0.00      1.33      5.44      0.00     93.11
                all      0.09      0.00      0.97      6.92      0.00     92.02
                all      0.06      0.00      0.81      7.10      0.00     92.04
                all      0.09      0.00      0.81      6.97      0.00     92.13
                all      0.05      0.00      0.73      6.42      0.00     92.79
                all      0.07      0.00      0.80      5.84      0.00     93.29
                all      0.06      0.00      0.69      5.42      0.00     93.83
                all      0.07      0.00      0.65      5.78      0.00     93.50
                all      0.04      0.00      0.50      1.87      0.00     97.59
end------
                all      0.01      0.00      0.48      0.00      0.00     99.50
                all      0.16      0.00      0.89      0.00      0.00     98.94
                all      0.12      0.00      0.83      0.00      0.00     99.05
                all      0.12      0.00      0.83      0.00      0.00     99.05
                all      0.16      0.00      0.60      0.01      0.00     99.24
                all      0.12      0.00      0.59      0.03      0.00     99.26
                all      0.13      0.00      0.68      0.01      0.00     99.17
                all      0.16      0.00      0.67      0.01      0.00     99.15
start----
                all      5.76      0.00      0.81      0.00      0.00     93.43
                all     99.63      0.00      0.37      0.00      0.00      0.00
                all     99.07      0.00      0.93      0.00      0.00      0.00
                all     99.17      0.00      0.83      0.00      0.00      0.00
                all     99.56      0.00      0.44      0.00      0.00      0.00
                all     99.21      0.00      0.42      0.00      0.00      0.37
                all     89.67      0.00      0.59      0.00      0.00      9.74
                all     53.99      0.00      0.17      0.00      0.00     45.83
                all      0.38      0.00      0.07      0.00      0.00     99.54
                all      0.35      0.00      0.12      0.00      0.00     99.53
                all      0.07      0.00      2.33      3.83      0.00     93.77
                all      0.12      0.00      1.76      5.42      0.00     92.70
                all      0.13      0.00      1.49      5.43      0.00     92.96
                all      0.19      0.00      1.74      5.87      0.00     92.21
                all      0.12      0.00      1.52      6.10      0.00     92.26
                all      0.09      0.00      1.05      6.94      0.00     91.92
                all      0.10      0.00      0.92      7.13      0.00     91.84
                all      0.06      0.00      0.77      7.69      0.00     91.49
                all      0.05      0.00      0.84      7.20      0.00     91.91
                all      0.08      0.00      0.76      6.43      0.00     92.74
                all      0.06      0.00      0.66      5.58      0.00     93.69
                all      0.04      0.00      0.51      4.10      0.00     95.35
                all      0.03      0.00      0.41      2.29      0.00     97.27
                all      0.06      0.00      0.42      0.59      0.00     98.93
                all      0.03      0.00      0.34      0.36      0.00     99.27
                all      0.03      0.00      0.39      0.00      0.00     99.58
end------
                all      0.14      0.00      0.84      0.00      0.00     99.01
                all      0.14      0.00      0.80      0.00      0.00     99.06
                all      0.14      0.00      0.81      0.00      0.00     99.05
                all      0.15      0.00      0.89      0.01      0.00     98.95
                all      0.12      0.00      0.45      0.00      0.00     99.43
                all      0.13      0.00      0.45      0.00      0.00     99.43
                all      0.14      0.00      0.47      0.00      0.00     99.39
                all      0.15      0.00      0.50      0.00      0.00     99.35
start----
                all      8.83      0.00      0.65      0.00      0.00     90.52
                all     99.53      0.00      0.47      0.00      0.00      0.00
                all     99.38      0.00      0.62      0.00      0.00      0.00
                all     99.38      0.00      0.60      0.00      0.00      0.01
                all     99.52      0.00      0.43      0.00      0.00      0.05
                all     99.44      0.00      0.47      0.00      0.00      0.08
                all     98.88      0.00      0.56      0.00      0.00      0.57
                all     96.02      0.00      0.62      0.00      0.00      3.37
                all     84.27      0.00      0.50      0.00      0.00     15.23
                all     34.56      0.00      0.09      0.00      0.00     65.35
                all      0.38      0.00      0.07      0.00      0.00     99.55
                all      0.30      0.00      0.26      0.00      0.00     99.43
                all      0.09      0.00      0.37      0.01      0.00     99.53
                all      0.09      0.00      0.43      0.01      0.00     99.47
                all      0.11      0.00      0.60      0.03      0.00     99.26
                all      0.08      0.00      0.35      0.01      0.00     99.55
                all      0.09      0.00      0.36      0.00      0.00     99.55
                all      0.11      0.00      0.40      0.00      0.00     99.49
                all      0.16      0.00      1.71      6.79      0.00     91.34
                all      0.03      0.00      0.39      0.00      0.00     99.58
end------
                all      0.10      0.00      0.42      0.00      0.00     99.48
                all      0.15      0.00      0.55      0.00      0.00     99.30
                all      0.13      0.00      0.44      0.00      0.00     99.42
                all      0.13      0.00      0.44      0.00      0.00     99.43
start----
                all     11.79      0.00      0.85      0.00      0.00     87.36
                all     99.69      0.00      0.31      0.00      0.00      0.00
                all     99.44      0.00      0.56      0.00      0.00      0.00
                all     99.37      0.00      0.63      0.00      0.00      0.00
                all     99.43      0.00      0.53      0.00      0.00      0.04
                all     99.23      0.00      0.45      0.00      0.00      0.31
                all     92.35      0.00      0.30      0.00      0.00      7.35
                all     70.51      0.00      0.27      0.00      0.00     29.23
                all      2.90      0.00      0.08      0.00      0.00     97.02
                all      0.39      0.00      0.08      0.00      0.00     99.53
                all      0.21      0.00      6.73      2.87      0.00     90.19
                all      0.08      0.00      0.66      5.51      0.00     93.74
end------
                all      0.02      0.00      0.17      0.00      0.00     99.81
                all      0.12      0.00      0.46      0.00      0.00     99.43
                all      0.15      0.00      0.53      0.00      0.00     99.31
                all      0.13      0.00      0.45      0.00      0.00     99.43
start----
                all      7.75      0.00      0.71      0.01      0.00     91.54
                all     99.48      0.00      0.52      0.00      0.00      0.00
                all     99.36      0.00      0.64      0.00      0.00      0.00
                all     99.49      0.00      0.45      0.00      0.00      0.06
                all     99.16      0.00      0.83      0.00      0.00      0.00
                all     98.06      0.00      0.77      0.03      0.00      1.14
                all     97.45      0.00      0.94      0.00      0.00      1.61
                all     97.16      0.00      0.20      0.00      0.00      2.64
                all     93.74      0.00      0.34      0.00      0.00      5.92
                all     61.17      0.00      0.20      0.00      0.00     38.63
                all      0.42      0.00      0.15      0.00      0.00     99.43
                all      0.35      0.00      0.10      0.00      0.00     99.55
                all      0.10      0.00      4.23      4.92      0.00     90.74
                all      0.09      0.00      0.59      0.58      0.00     98.74
end------
                all      0.08      0.00      0.28      0.00      0.00     99.64
                all      0.14      0.00      0.43      0.00      0.00     99.43
                all      0.16      0.00      0.54      0.00      0.00     99.30
start----
                all      0.12      0.00      0.41      0.00      0.00     99.47
                all     54.11      0.00      0.67      0.00      0.00     45.21
                all     99.52      0.00      0.48      0.00      0.00      0.00
                all     99.37      0.00      0.63      0.00      0.00      0.00
                all     99.45      0.00      0.55      0.00      0.00      0.00
