
Linux 5.2.8org200301+ (knl03.kisti.re.kr) 	2020년 05월 29일 	_x86_64_	(272 CPU)

                CPU     %user     %nice   %system   %iowait    %steal     %idle
                all     99.22      0.00      0.32      0.00      0.00      0.46
                all     97.47      0.00      0.37      0.00      0.00      2.17
                all     89.08      0.00      0.45      0.00      0.00     10.47
                all     46.61      0.00      0.19      0.00      0.00     53.20
                all      0.39      0.00      0.07      0.00      0.00     99.55
                all      0.33      0.00      0.20      0.00      0.00     99.47
                all      0.08      0.00      1.92      7.00      0.00     91.01
                all      0.07      0.00      0.94      5.25      0.00     93.75
end------
                all      0.05      0.00      0.45      0.00      0.00     99.50
                all      0.13      0.00      0.46      0.00      0.00     99.41
                all      0.14      0.00      0.44      0.00      0.00     99.43
                all      0.13      0.00      0.46      0.00      0.00     99.41
                all      0.16      0.00      0.52      0.00      0.00     99.31
start----
                all     42.06      0.00      0.64      0.00      0.00     57.29
                all     99.58      0.00      0.42      0.00      0.00      0.00
                all     99.39      0.00      0.61      0.00      0.00      0.00
                all     99.25      0.00      0.75      0.00      0.00      0.00
                all     99.12      0.00      0.58      0.00      0.00      0.30
                all     98.23      0.00      0.24      0.00      0.00      1.54
                all     94.44      0.00      0.40      0.00      0.00      5.16
                all     80.75      0.00      0.22      0.00      0.00     19.03
                all     14.79      0.00      0.08      0.00      0.00     85.12
                all      0.41      0.00      0.14      0.00      0.00     99.45
                all      0.22      0.00      1.13      1.26      0.00     97.39
                all      0.07      0.00      1.13     10.06      0.00     88.74
                all      0.08      0.00      0.76      1.95      0.00     97.21
end------
                all      0.07      0.00      0.41      0.00      0.00     99.52
                all      0.14      0.00      0.44      0.00      0.00     99.42
                all      0.13      0.00      0.47      0.00      0.00     99.40
                all      0.17      0.00      0.60      0.00      0.00     99.23
start----
                all      0.11      0.00      0.39      0.00      0.00     99.50
                all     79.53      0.00      0.60      0.00      0.00     19.88
                all     99.45      0.00      0.55      0.00      0.00      0.00
                all     99.39      0.00      0.61      0.00      0.00      0.00
                all     99.46      0.00      0.54      0.00      0.00      0.00
                all     99.62      0.00      0.38      0.00      0.00      0.00
                all     98.59      0.00      0.75      0.00      0.00      0.66
                all     90.57      0.00      0.76      0.00      0.00      8.67
                all     55.97      0.00      0.14      0.00      0.00     43.88
                all      0.39      0.00      0.10      0.00      0.00     99.51
                all      0.39      0.00      0.16      0.00      0.00     99.45
                all      0.10      0.00      0.36      0.00      0.00     99.55
                all      0.10      0.00      0.35      0.00      0.00     99.55
                all      0.11      0.00      0.36      0.00      0.00     99.53
                all      0.14      0.00      0.41      0.01      0.00     99.44
                all      0.09      0.00      0.36      0.00      0.00     99.55
                all      0.09      0.00      0.36      0.00      0.00     99.55
                all      0.14      0.00      0.40      0.00      0.00     99.46
                all      0.10      0.00      0.35      0.00      0.00     99.55
                all      0.10      0.00      0.34      0.01      0.00     99.55
                all      0.13      0.00      0.46      0.00      0.00     99.41
                all      0.09      0.00      0.35      0.00      0.00     99.56
                all      0.08      0.00      4.02      2.61      0.00     93.28
                all      0.08      0.00      1.20     11.70      0.00     87.01
                all      0.08      0.00      1.17     11.27      0.00     87.49
                all      0.07      0.00      0.94      5.19      0.00     93.80
end------
                all      0.01      0.00      0.42      0.00      0.00     99.56
                all      0.16      0.00      0.84      0.00      0.00     99.00
                all      0.13      0.00      0.44      0.00      0.00     99.43
                all      0.12      0.00      0.45      0.00      0.00     99.43
                all      0.17      0.00      0.52      0.00      0.00     99.31
                all      0.14      0.00      0.44      0.00      0.00     99.43
start----
                all     37.01      0.00      0.63      0.00      0.00     62.36
                all     99.46      0.00      0.54      0.00      0.00      0.00
                all     99.37      0.00      0.63      0.00      0.00      0.00
                all     99.47      0.00      0.53      0.00      0.00      0.00
                all     99.68      0.00      0.32      0.00      0.00      0.00
                all     99.21      0.00      0.59      0.00      0.00      0.20
                all     92.44      0.00      0.90      0.00      0.00      6.67
                all     69.42      0.00      0.28      0.00      0.00     30.30
                all      1.76      0.00      0.08      0.00      0.00     98.16
                all      0.39      0.00      0.07      0.00      0.00     99.55
                all      0.17      0.00      2.38      4.34      0.00     93.11
                all      0.06      0.00      1.14     10.65      0.00     88.15
                all      0.06      0.00      1.13      9.89      0.00     88.92
                all      0.11      0.00      1.04      4.61      0.00     94.24
end------
                all      0.01      0.00      0.43      0.00      0.00     99.55
                all      0.13      0.00      0.79      0.00      0.00     99.08
                all      0.16      0.00      0.52      0.00      0.00     99.32
                all      0.14      0.00      0.45      0.00      0.00     99.41
                all      0.11      0.00      0.46      0.00      0.00     99.43
                all      0.14      0.00      0.53      0.00      0.00     99.32
start----
                all     40.30      0.00      0.74      0.00      0.00     58.95
                all     99.29      0.00      0.71      0.00      0.00      0.00
                all     99.09      0.00      0.91      0.00      0.00      0.00
                all     99.29      0.00      0.71      0.00      0.00      0.00
                all     99.14      0.00      0.70      0.00      0.00      0.17
                all     98.63      0.00      0.26      0.00      0.00      1.11
                all     97.97      0.00      0.22      0.00      0.00      1.81
                all     94.67      0.00      0.39      0.00      0.00      4.94
                all     79.32      0.00      0.35      0.00      0.00     20.33
                all     10.73      0.00      0.10      0.00      0.00     89.18
                all      0.38      0.00      0.07      0.00      0.00     99.54
                all      0.18      0.00      1.77      1.41      0.00     96.64
                all      0.05      0.00      1.16      7.75      0.00     91.04
                all      0.07      0.00      1.13      7.97      0.00     90.83
                all      0.09      0.00      1.21      5.73      0.00     92.96
                all      0.03      0.00      0.39      0.00      0.00     99.57
end------
                all      0.10      0.00      0.79      0.00      0.00     99.11
                all      0.13      0.00      0.50      0.00      0.00     99.37
                all      0.14      0.00      0.55      0.00      0.00     99.31
                all      0.14      0.00      0.44      0.00      0.00     99.42
                all      0.12      0.00      0.45      0.00      0.00     99.44
start----
                all     14.60      0.00      0.74      0.01      0.00     84.65
                all     99.57      0.00      0.43      0.00      0.00      0.00
                all     99.23      0.00      0.77      0.00      0.00      0.00
                all     99.40      0.00      0.60      0.00      0.00      0.00
                all     99.48      0.00      0.52      0.00      0.00      0.00
                all     99.35      0.00      0.48      0.00      0.00      0.18
                all     96.81      0.00      0.48      0.00      0.00      2.72
                all     82.10      0.00      0.29      0.00      0.00     17.61
                all     23.35      0.00      0.10      0.00      0.00     76.56
                all      0.39      0.00      0.07      0.00      0.00     99.54
                all      0.28      0.00      0.28      0.00      0.00     99.44
                all      0.08      0.00      0.38      0.01      0.00     99.53
                all      0.10      0.00      0.35      0.01      0.00     99.53
                all      0.08      0.00      0.36      0.02      0.00     99.54
                all      0.14      0.00      0.41      0.00      0.00     99.46
                all      0.10      0.00      0.35      0.00      0.00     99.55
                all      0.09      0.00      0.37      0.01      0.00     99.53
                all      0.14      0.00      0.42      0.00      0.00     99.44
                all      0.08      0.00      0.35      0.00      0.00     99.57
                all      0.09      0.00      0.37      0.00      0.00     99.54
                all      0.15      0.00      0.41      0.00      0.00     99.44
                all      0.08      0.00      0.42      0.00      0.00     99.50
                all      0.12      0.00      0.34      0.00      0.00     99.54
                all      0.10      0.00      0.39      0.02      0.00     99.49
                all      0.12      0.00      0.36      0.00      0.00     99.52
                all      0.09      0.00      0.33      0.00      0.00     99.58
                all      0.11      0.00      0.35      0.00      0.00     99.55
                all      0.15      0.00      0.40      0.00      0.00     99.45
                all      0.08      0.00      0.34      0.00      0.00     99.57
                all      0.11      0.00      0.35      0.00      0.00     99.55
                all      0.12      0.00      0.42      0.03      0.00     99.43
                all      0.13      0.00      0.41      0.02      0.00     99.44
                all      0.10      0.00      0.33      0.03      0.00     99.54
                all      0.10      0.00      7.40      3.78      0.00     88.72
                all      0.06      0.00      1.18     13.08      0.00     85.69
                all      0.06      0.00      1.18     12.97      0.00     85.80
                all      0.06      0.00      1.11     13.18      0.00     85.64
                all      0.09      0.00      1.16     13.20      0.00     85.55
                all      0.06      0.00      1.09     12.70      0.00     86.14
                all      0.07      0.00      0.95      4.08      0.00     94.91
end------
                all      0.05      0.00      0.50      0.00      0.00     99.45
                all      0.13      0.00      0.82      0.00      0.00     99.05
                all      0.14      0.00      0.83      0.07      0.00     98.96
                all      0.16      0.00      0.89      0.00      0.00     98.95
                all      0.13      0.00      0.45      0.00      0.00     99.42
                all      0.13      0.00      0.45      0.00      0.00     99.43
                all      0.13      0.00      0.49      0.00      0.00     99.37
                all      0.14      0.00      0.49      0.00      0.00     99.37
start----
                all      3.15      0.00      0.62      0.01      0.00     96.22
                all     99.51      0.00      0.49      0.00      0.00      0.00
                all     99.38      0.00      0.62      0.00      0.00      0.00
                all     99.42      0.00      0.58      0.00      0.00      0.00
                all     99.68      0.00      0.32      0.00      0.00      0.00
                all     99.38      0.00      0.56      0.00      0.00      0.06
                all     97.52      0.00      0.89      0.00      0.00      1.59
                all     89.49      0.00      0.31      0.00      0.00     10.20
                all     48.29      0.00      0.11      0.00      0.00     51.60
                all      0.39      0.00      0.07      0.00      0.00     99.54
                all      0.35      0.00      0.21      0.00      0.00     99.45
                all      0.08      0.00      4.43      7.70      0.00     87.80
                all      0.06      0.00      1.10      7.99      0.00     90.85
                all      0.11      0.00      1.25      7.94      0.00     90.70
                all      0.06      0.00      1.16      7.78      0.00     91.00
                all      0.06      0.00      1.14      7.89      0.00     90.91
                all      0.09      0.00      1.18      7.73      0.00     91.00
                all      0.06      0.00      0.86      2.66      0.00     96.41
end------
                all      0.03      0.00      0.48      0.00      0.00     99.50
                all      0.13      0.00      0.84      0.00      0.00     99.03
                all      0.16      0.00      0.88      0.07      0.00     98.89
                all      0.13      0.00      0.80      0.01      0.00     99.07
                all      0.12      0.00      0.44      0.00      0.00     99.43
                all      0.16      0.00      0.54      0.00      0.00     99.30
                all      0.11      0.00      0.45      0.00      0.00     99.43
                all      0.13      0.00      0.45      0.00      0.00     99.43
start----
                all     11.13      0.00      0.66      0.01      0.00     88.20
                all     99.64      0.00      0.36      0.00      0.00      0.00
                all     99.51      0.00      0.49      0.00      0.00      0.00
                all     99.40      0.00      0.60      0.00      0.00      0.00
                all     99.45      0.00      0.55      0.00      0.00      0.00
                all     99.53      0.00      0.46      0.00      0.00      0.02
                all     97.71      0.00      0.50      0.00      0.00      1.79
                all     86.36      0.00      0.66      0.00      0.00     12.98
                all     31.39      0.00      0.11      0.00      0.00     68.50
                all      0.40      0.00      0.11      0.00      0.00     99.49
                all      0.27      0.00      2.87      0.26      0.00     96.61
                all      0.07      0.00      1.53      9.48      0.00     88.91
                all      0.07      0.00      1.16     11.71      0.00     87.07
                all      0.05      0.00      1.09     12.08      0.00     86.78
                all      0.09      0.00      1.11     12.37      0.00     86.43
                all      0.05      0.00      0.97     12.68      0.00     86.30
                all      0.05      0.00      1.03     12.17      0.00     86.75
                all      0.09      0.00      1.13      7.34      0.00     91.44
                all      0.04      0.00      0.41      0.27      0.00     99.29
end------
                all      0.05      0.00      0.56      0.00      0.00     99.39
                all      0.15      0.00      0.88      0.00      0.00     98.97
                all      0.15      0.00      0.85      0.00      0.00     99.00
                all      0.13      0.00      0.83      0.01      0.00     99.04
                all      0.13      0.00      0.44      0.00      0.00     99.42
                all      0.16      0.00      0.53      0.00      0.00     99.31
                all      0.14      0.00      0.43      0.00      0.00     99.43
                all      0.13      0.00      0.44      0.00      0.00     99.43
start----
                all     14.26      0.00      0.66      0.01      0.00     85.08
                all     99.67      0.00      0.33      0.00      0.00      0.00
                all     99.49      0.00      0.51      0.00      0.00      0.00
                all     99.39      0.00      0.61      0.00      0.00      0.00
                all     99.51      0.00      0.49      0.00      0.00      0.00
                all     99.39      0.00      0.40      0.00      0.00      0.21
                all     97.31      0.00      0.30      0.00      0.00      2.39
                all     89.91      0.00      0.38      0.00      0.00      9.71
                all     48.31      0.00      0.15      0.00      0.00     51.54
                all      0.39      0.00      0.07      0.00      0.00     99.55
                all      0.37      0.00      0.19      0.00      0.00     99.44
                all      0.11      0.00      0.35      0.00      0.00     99.54
                all      0.10      0.00      0.35      0.01      0.00     99.54
                all      0.08      0.00      0.40      0.00      0.00     99.52
                all      0.14      0.00      0.39      0.00      0.00     99.47
                all      0.10      0.00      0.35      0.01      0.00     99.54
                all      0.08      0.00      0.41      0.00      0.00     99.50
                all      0.13      0.00      0.50      0.00      0.00     99.37
                all      0.13      0.00      0.32      0.00      0.00     99.55
                all      0.08      0.00      0.37      0.00      0.00     99.55
                all      0.10      0.00      0.45      0.00      0.00     99.45
                all      0.13      0.00      0.33      0.00      0.00     99.54
                all      0.09      0.00      0.35      0.00      0.00     99.56
                all      0.09      0.00      0.44      0.00      0.00     99.47
                all      0.12      0.00      0.34      0.01      0.00     99.53
                all      0.12      0.00      0.35      0.01      0.00     99.53
                all      0.07      0.00      0.39      0.00      0.00     99.54
                all      0.13      0.00      0.41      0.00      0.00     99.46
                all      0.13      0.00      0.33      0.00      0.00     99.54
                all      0.09      0.00      0.35      0.00      0.00     99.56
                all      0.12      0.00      0.41      0.00      0.00     99.47
                all      0.10      0.00      0.32      0.00      0.00     99.57
                all      0.11      0.00      0.36      0.00      0.00     99.52
                all      0.13      0.00      0.42      0.00      0.00     99.46
                all      0.07      0.00      0.37      0.00      0.00     99.56
                all      0.13      0.00      0.33      0.00      0.00     99.54
                all      0.12      0.00      0.36      0.03      0.00     99.50
                all      0.11      0.00      0.40      0.03      0.00     99.47
                all      0.09      0.00      0.35      0.03      0.00     99.54
                all      0.14      0.00      0.42      0.00      0.00     99.44
                all      0.11      0.00      0.42      0.03      0.00     99.44
                all      0.08      0.00      0.35      0.03      0.00     99.54
                all      0.11      0.00      0.31      0.01      0.00     99.57
                all      0.15      0.00      0.41      0.01      0.00     99.43
                all      0.07      0.00      0.37      0.00      0.00     99.55
                all      0.08      0.00      0.34      0.00      0.00     99.58
                all      0.17      0.00      0.39      0.00      0.00     99.44
                all      0.10      0.00      0.35      0.00      0.00     99.55
                all      0.08      0.00      0.35      0.00      0.00     99.57
                all      0.09      0.00      0.32      0.00      0.00     99.58
                all      0.17      0.00      0.39      0.00      0.00     99.44
                all      0.08      0.00      0.35      0.00      0.00     99.57
                all      0.16      0.00      0.34      0.04      0.00     99.46
                all      0.14      0.00      0.39      0.03      0.00     99.45
                all      0.12      0.00      0.36      0.00      0.00     99.52
                all      0.06      0.00      2.57      0.08      0.00     97.30
                all      0.11      0.00     11.43      7.01      0.00     81.46
                all      0.07      0.00      1.16     11.65      0.00     87.11
                all      0.07      0.00      1.15     11.69      0.00     87.09
                all      0.08      0.00      1.14     11.97      0.00     86.82
                all      0.09      0.00      1.18     12.36      0.00     86.38
                all      0.06      0.00      1.11     12.40      0.00     86.43
                all      0.06      0.00      1.16     12.37      0.00     86.41
                all      0.09      0.00      1.21     12.43      0.00     86.27
                all      0.08      0.00      1.17     12.52      0.00     86.23
                all      0.06      0.00      1.16     12.06      0.00     86.72
                all      0.10      0.00      1.29      9.47      0.00     89.14
                all      0.06      0.00      1.19      5.30      0.00     93.45
                all      0.04      0.00      0.46      0.18      0.00     99.31
end------
                all      0.09      0.00      0.68      0.00      0.00     99.23
                all      0.16      0.00      0.84      0.00      0.00     99.00
                all      0.15      0.00      0.81      0.00      0.00     99.04
                all      0.14      0.00      0.83      0.00      0.00     99.04
                all      0.17      0.00      0.88      0.00      0.00     98.94
                all      0.13      0.00      0.83      0.00      0.00     99.04
                all      0.13      0.00      0.81      0.00      0.00     99.06
                all      0.15      0.00      0.63      0.01      0.00     99.21
                all      0.12      0.00      0.45      0.00      0.00     99.43
                all      0.12      0.00      0.49      0.00      0.00     99.39
                all      0.16      0.00      0.53      0.00      0.00     99.31
                all      0.12      0.00      0.41      0.00      0.00     99.48
start----
                all     32.98      0.00      0.72      0.00      0.00     66.30
                all     99.52      0.00      0.48      0.00      0.00      0.00
                all     99.06      0.00      0.94      0.00      0.00      0.00
                all     99.13      0.00      0.87      0.00      0.00      0.00
                all     98.78      0.00      0.68      0.00      0.00      0.53
                all     93.87      0.00      1.04      0.00      0.00      5.09
                all     84.00      0.00      0.91      0.00      0.00     15.09
                all     27.45      0.00      0.17      0.00      0.00     72.38
                all      0.38      0.00      0.06      0.00      0.00     99.55
                all      0.24      0.00      4.11      0.00      0.00     95.65
                all      0.10      0.00      6.43      9.68      0.00     83.79
                all      0.06      0.00      1.17     12.89      0.00     85.88
                all      0.07      0.00      1.20     12.89      0.00     85.84
                all      0.10      0.00      1.23     12.79      0.00     85.88
                all      0.08      0.00      1.21     12.91      0.00     85.80
                all      0.06      0.00      1.15     12.90      0.00     85.89
                all      0.07      0.00      1.16     12.74      0.00     86.03
                all      0.09      0.00      1.26     12.72      0.00     85.93
                all      0.07      0.00      1.20     12.87      0.00     85.86
                all      0.06      0.00      1.13     13.06      0.00     85.75
                all      0.10      0.00      1.24     12.46      0.00     86.20
                all      0.07      0.00      1.20      7.62      0.00     91.11
                all      0.05      0.00      0.73      1.57      0.00     97.65
end------
                all      0.08      0.00      0.62      0.00      0.00     99.30
                all      0.14      0.00      0.81      0.00      0.00     99.05
                all      0.14      0.00      0.82      0.00      0.00     99.04
                all      0.16      0.00      0.87      0.00      0.00     98.97
                all      0.15      0.00      0.85      0.00      0.00     99.00
                all      0.12      0.00      0.83      0.00      0.00     99.04
                all      0.14      0.00      0.81      0.00      0.00     99.05
                all      0.17      0.00      0.75      0.09      0.00     98.99
                all      0.13      0.00      0.46      0.00      0.00     99.41
                all      0.13      0.00      0.44      0.00      0.00     99.43
                all      0.20      0.00      0.58      0.01      0.00     99.21
                all      0.18      0.00      0.50      0.00      0.00     99.32
start----
                all     41.97      0.00      0.77      0.00      0.00     57.26
                all     99.27      0.00      0.73      0.00      0.00      0.00
                all     99.39      0.00      0.61      0.00      0.00      0.00
                all     99.46      0.00      0.54      0.00      0.00      0.00
                all     99.34      0.00      0.58      0.00      0.00      0.08
                all     97.68      0.00      1.21      0.00      0.00      1.11
                all     92.38      0.00      0.99      0.00      0.00      6.63
                all     65.81      0.00      0.67      0.00      0.00     33.53
                all      1.17      0.00      0.07      0.00      0.00     98.75
                all      0.39      0.00      0.07      0.00      0.00     99.54
                all      0.12      0.00      7.11      1.84      0.00     90.93
                all      0.06      0.00      1.20     12.83      0.00     85.91
                all      0.07      0.00      1.18     13.14      0.00     85.61
                all      0.07      0.00      1.15     13.70      0.00     85.08
                all      0.09      0.00      1.18     13.78      0.00     84.96
                all      0.06      0.00      1.12     14.07      0.00     84.75
                all      0.07      0.00      1.19     14.11      0.00     84.63
                all      0.10      0.00      1.26     14.05      0.00     84.59
                all      0.07      0.00      1.17     13.87      0.00     84.89
                all      0.06      0.00      1.19     13.85      0.00     84.90
                all      0.10      0.00      1.22     13.87      0.00     84.82
                all      0.07      0.00      1.15     12.76      0.00     86.02
                all      0.07      0.00      1.19      3.92      0.00     94.82
                all      0.05      0.00      0.45      0.18      0.00     99.32
end------
                all      0.08      0.00      0.62      0.00      0.00     99.31
                all      0.13      0.00      0.82      0.00      0.00     99.05
                all      0.13      0.00      0.83      0.00      0.00     99.04
                all      0.17      0.00      0.88      0.00      0.00     98.95
                all      0.15      0.00      0.82      0.00      0.00     99.04
                all      0.14      0.00      0.81      0.00      0.00     99.05
                all      0.17      0.00      0.89      0.00      0.00     98.94
                all      0.14      0.00      0.69      0.08      0.00     99.09
                all      0.13      0.00      0.44      0.00      0.00     99.43
                all      0.16      0.00      0.53      0.00      0.00     99.31
                all      0.12      0.00      0.45      0.00      0.00     99.43
start----
                all      0.14      0.00      0.49      0.00      0.00     99.37
                all     53.44      0.00      0.91      0.00      0.00     45.65
                all     99.12      0.00      0.88      0.00      0.00      0.00
                all     99.08      0.00      0.92      0.00      0.00      0.00
                all     98.95      0.00      0.65      0.08      0.00      0.33
                all     97.42      0.00      0.72      0.04      0.00      1.83
                all     96.69      0.00      0.47      0.00      0.00      2.84
                all     93.81      0.00      0.28      0.00      0.00      5.92
                all     81.21      0.00      0.15      0.00      0.00     18.63
                all     20.70      0.00      0.16      0.00      0.00     79.15
                all      0.39      0.00      0.07      0.00      0.00     99.54
                all      0.21      0.00      0.25      0.00      0.00     99.53
                all      0.13      0.00      0.45      0.01      0.00     99.41
                all      0.10      0.00      0.37      0.08      0.00     99.45
                all      0.09      0.00      0.37      0.00      0.00     99.54
                all      0.09      0.00      0.37      0.01      0.00     99.53
                all      0.13      0.00      0.43      0.01      0.00     99.43
                all      0.10      0.00      4.45      0.01      0.00     95.44
                all      0.08      0.00      2.48     20.93      0.00     76.52
                all      0.09      0.00      0.81      4.28      0.00     94.82
end------
                all      0.06      0.00      0.55      0.00      0.00     99.39
                all      0.13      0.00      0.45      0.00      0.00     99.42
                all      0.17      0.00      0.54      0.00      0.00     99.29
                all      0.14      0.00      0.44      0.00      0.00     99.43
                all      0.13      0.00      0.44      0.00      0.00     99.44
start----
                all     25.39      0.00      0.70      0.00      0.00     73.91
                all     99.39      0.00      0.61      0.00      0.00      0.00
                all     99.37      0.00      0.63      0.00      0.00      0.00
                all     99.62      0.00      0.38      0.00      0.00      0.00
                all     99.55      0.00      0.45      0.00      0.00      0.00
                all     99.06      0.00      0.77      0.00      0.00      0.18
                all     95.82      0.00      0.75      0.00      0.00      3.43
                all     81.43      0.00      0.39      0.00      0.00     18.18
                all     17.42      0.00      0.14      0.00      0.00     82.43
                all      0.39      0.00      0.07      0.00      0.00     99.54
                all      0.19      0.00      0.28      0.00      0.00     99.53
                all      0.11      0.00      3.84     18.45      0.00     77.61
                all      0.06      0.00      1.06     14.02      0.00     84.87
end------
                all      0.03      0.00      0.48      0.00      0.00     99.49
                all      0.15      0.00      0.49      0.00      0.00     99.36
                all      0.13      0.00      0.45      0.00      0.00     99.43
                all      0.12      0.00      0.44      0.00      0.00     99.44
                all      0.17      0.00      0.51      0.00      0.00     99.32
start----
                all     29.86      0.00      0.74      0.01      0.00     69.39
                all     99.62      0.00      0.38      0.00      0.00      0.00
                all     99.37      0.00      0.63      0.00      0.00      0.00
                all     99.36      0.00      0.64      0.00      0.00      0.00
                all     99.54      0.00      0.37      0.00      0.00      0.09
                all     98.96      0.00      0.60      0.00      0.00      0.43
                all     95.52      0.00      0.96      0.00      0.00      3.52
                all     76.15      0.00      0.39      0.00      0.00     23.46
                all     10.82      0.00      0.08      0.00      0.00     89.10
                all      0.39      0.00      0.08      0.00      0.00     99.53
                all      0.22      0.00      1.00      0.00      0.00     98.78
                all      0.07      0.00      1.69     21.77      0.00     76.47
                all      0.06      0.00      0.94     10.20      0.00     88.79
end------
                all      0.06      0.00      0.49      0.00      0.00     99.45
                all      0.13      0.00      0.44      0.00      0.00     99.43
                all      0.14      0.00      0.42      0.00      0.00     99.44
                all      0.14      0.00      0.47      0.00      0.00     99.39
                all      0.15      0.00      0.48      0.00      0.00     99.37
start----
                all     27.02      0.00      0.65      0.01      0.00     72.33
                all     99.59      0.00      0.41      0.00      0.00      0.00
                all     99.20      0.00      0.80      0.00      0.00      0.00
                all     99.23      0.00      0.77      0.00      0.00      0.00
                all     99.70      0.00      0.30      0.00      0.00      0.00
                all     99.25      0.00      0.45      0.00      0.00      0.30
                all     94.50      0.00      0.72      0.00      0.00      4.79
                all     76.73      0.00      0.28      0.00      0.00     22.99
                all     12.06      0.00      0.08      0.00      0.00     87.86
                all      0.39      0.00      0.08      0.00      0.00     99.53
                all      0.21      0.00      0.35      0.01      0.00     99.44
                all      0.10      0.00      0.35      0.01      0.00     99.54
                all      0.10      0.00      0.35      0.02      0.00     99.54
                all      0.12      0.00      0.43      0.02      0.00     99.43
                all      0.10      0.00      0.36      0.01      0.00     99.53
                all      0.10      0.00      0.34      0.02      0.00     99.54
                all      0.13      0.00      0.41      0.03      0.00     99.43
                all      0.10      0.00      0.33      0.02      0.00     99.54
                all      0.10      0.00      0.35      0.02      0.00     99.53
                all      0.11      0.00      0.37      0.03      0.00     99.50
                all      0.12      0.00      0.38      0.01      0.00     99.48
                all      0.06      0.00      0.37      0.00      0.00     99.57
                all      0.12      0.00      8.60     15.34      0.00     75.94
                all      0.10      0.00      1.31     21.61      0.00     76.98
                all      0.07      0.00      1.25     17.29      0.00     81.38
                all      0.04      0.00      0.60      1.52      0.00     97.84
end------
                all      0.12      0.00      0.70      0.00      0.00     99.18
                all      0.13      0.00      0.57      0.00      0.00     99.30
                all      0.13      0.00      0.44      0.00      0.00     99.43
                all      0.15      0.00      0.51      0.00      0.00     99.34
                all      0.14      0.00      0.48      0.00      0.00     99.39
start----
                all      0.08      0.00      0.32      0.01      0.00     99.59
                all     70.50      0.00      0.62      0.00      0.00     28.88
                all     99.39      0.00      0.61      0.00      0.00      0.00
                all     99.38      0.00      0.62      0.00      0.00      0.00
                all     99.58      0.00      0.42      0.00      0.00      0.00
                all     99.61      0.00      0.39      0.00      0.00      0.00
                all     98.80      0.00      0.77      0.00      0.00      0.43
                all     93.51      0.00      0.52      0.00      0.00      5.97
                all     73.04      0.00      0.27      0.00      0.00     26.68
                all      5.03      0.00      0.09      0.00      0.00     94.88
                all      0.45      0.00      0.20      0.00      0.00     99.35
                all      0.14      0.00      4.46      2.59      0.00     92.82
                all      0.06      0.00      1.21     23.62      0.00     75.12
                all      0.09      0.00      1.21     24.02      0.00     74.68
                all      0.06      0.00      1.12     18.05      0.00     80.77
                all      0.05      0.00      0.60      2.55      0.00     96.80
end------
                all      0.08      0.00      0.60      0.00      0.00     99.31
                all      0.13      0.00      0.66      0.00      0.00     99.20
                all      0.13      0.00      0.45      0.00      0.00     99.43
                all      0.14      0.00      0.46      0.00      0.00     99.41
                all      0.16      0.00      0.52      0.00      0.00     99.32
start----
                all      0.11      0.00      0.36      0.00      0.00     99.53
                all     42.76      0.00      0.68      0.01      0.00     56.56
                all     99.39      0.00      0.61      0.00      0.00      0.00
                all     99.38      0.00      0.62      0.00      0.00      0.00
                all     99.53      0.00      0.47      0.00      0.00      0.00
                all     99.68      0.00      0.32      0.00      0.00      0.00
                all     99.04      0.00      0.80      0.00      0.00      0.16
                all     93.78      0.00      0.65      0.00      0.00      5.58
                all     76.06      0.00      0.21      0.00      0.00     23.73
                all     12.68      0.00      0.09      0.00      0.00     87.23
                all      0.43      0.00      0.17      0.00      0.00     99.40
                all      0.22      0.00      0.21      0.00      0.00     99.57
                all      0.10      0.00      3.57     18.71      0.00     77.61
                all      0.09      0.00      1.24     22.22      0.00     76.46
                all      0.08      0.00      1.28     17.82      0.00     80.81
                all      0.04      0.00      0.63      1.95      0.00     97.38
end------
                all      0.07      0.00      0.72      0.00      0.00     99.21
                all      0.16      0.00      0.69      0.00      0.00     99.15
                all      0.13      0.00      0.45      0.00      0.00     99.42
                all      0.13      0.00      0.45      0.00      0.00     99.42
                all      0.16      0.00      0.54      0.00      0.00     99.31
start----
                all      0.10      0.00      0.38      0.00      0.00     99.51
                all     78.26      0.00      0.58      0.00      0.00     21.16
                all     99.50      0.00      0.50      0.00      0.00      0.00
                all     99.38      0.00      0.62      0.00      0.00      0.00
                all     99.48      0.00      0.52      0.00      0.00      0.00
                all     99.64      0.00      0.36      0.00      0.00      0.00
                all     97.44      0.00      0.73      0.00      0.00      1.84
                all     84.21      0.00      0.52      0.00      0.00     15.27
                all     27.14      0.00      0.09      0.00      0.00     72.77
                all      0.39      0.00      0.07      0.00      0.00     99.54
                all      0.27      0.00      0.29      0.00      0.00     99.44
                all      0.09      0.00      0.36      0.00      0.00     99.55
                all      0.10      0.00      0.35      0.00      0.00     99.55
                all      0.12      0.00      0.37      0.00      0.00     99.51
                all      0.12      0.00      0.38      0.00      0.00     99.50
                all      0.10      0.00      0.35      0.01      0.00     99.54
                all      0.09      0.00      0.35      0.00      0.00     99.56
                all      0.13      0.00      0.40      0.00      0.00     99.46
                all      0.09      0.00      0.34      0.00      0.00     99.57
                all      0.10      0.00      0.34      0.00      0.00     99.56
                all      0.14      0.00      0.45      0.01      0.00     99.39
                all      0.10      0.00      0.37      0.00      0.00     99.53
